id,section,requirement,status,priority,evidence_or_gap,code_path
9.10,חיבור ל־CRM,מעבר CRM חייגן WhatsApp עם הקשר,מומש חלקית,P1,קישורי Contact/Inbox וטיוטת טקסט; אין חייגן מחובר,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
9.11,חיבור ל־CRM,סימון אינטגרציות חסרות,מומש חלקית,P0,אין כפתורי רכישות/הכנסות מדומים; פערים מפורטים בדוח,src/server/services/contact-service.ts; conversation-service.ts; prisma/schema.prisma
10.01,אוטומציות,ליד חדש,מומש חלקית,P1,NEW_CONVERSATION ולא Contact-created,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.02,אוטומציות,שינוי סטטוס או תגית,מומש חלקית,P1,TAG_ADDED; אין טריגר שינוי סטטוס,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.03,אוטומציות,הודעה נכנסת,מומש ונבדק,P0,NEW_INBOUND_MESSAGE לאחר persistence/dedup,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.04,אוטומציות,רכישה,חסום לבדיקה,P1,אין מקור אירועי רכישה,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.05,אוטומציות,תאריך ומשימת מעקב,מומש חלקית,P1,NO_REPLY_TIMEOUT בלבד; אין משימות/תאריך עסקי,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.06,אוטומציות,פתיחה ומחוץ לשעות,מומש חלקית,P1,מענה בסיסי לפתיחת שיחה; אין business hours,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.07,אוטומציות,השהיה בין שלבים,חסר,P1,delayed action קיימת; אין workflow רב־שלבי,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.08,אוטומציות,פיצול לפי תגובה/נתונים,חסר,P1,אין condition/branch engine,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.09,אוטומציות,משימה עדכון שדה והעברה לנציג,מומש חלקית,P1,assign/tag/status/note; אין task/custom-field action,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.10,אוטומציות,עצירה אחרי הסרה,מומש ונבדק,P0,שירות השליחה אוכף זכאות שיווקית בכל פעולה,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.11,אוטומציות,שינוי מסלול אחרי תגובה,מומש חלקית,P1,טיימר חדש נקשר לזמן ההודעה המקורית ומתבטל לאחר הודעה חדשה; אין פיצול מסלולים רב־שלבי,src/jobs/automation-runner.ts; tests/unit/automation-rules.test.ts
10.12,אוטומציות,מניעת לולאות וטריגרים כפולים,מומש חלקית,P0,הוספת תגית קיימת אינה מפעילה שוב טריגר; מפתח שליחה לכל run; dedup מלא בין אירועים והרצות עדיין חסר,src/app/api/conversations/[id]/tags/route.ts; src/server/services/automation-service.ts
10.13,אוטומציות,מניעת הפעלה רטרואקטיבית,מומש חלקית,P1,אין replay אוטומטי; אין גרסאות או event watermark,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.14,אוטומציות,זכאות ותבנית בכל שלב,מומש ונבדק,P0,כל send עובר message service,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.15,אוטומציות,גרסאות ומדיניות שינוי,מומש חלקית,P0,הרצות מושהות חדשות שומרות snapshot של הפעולה; אין גרסאות workflow מלאות; להרצות ישנות נשאר fallback מתועד,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.16,אוטומציות,היסטוריית ריצה וכשל ללקוח,מומש חלקית,P1,דחיית ספק/תוצאה לא ודאית אינה נרשמת כהצלחת אוטומציה; היסטוריה אחרונה קיימת אך לא תצוגת מסלול מלאה לכל לקוח,src/server/services/automation-service.ts; tests/unit/automation-rules.test.ts
10.17,אוטומציות,מצב בדיקה לפני הפעלה,חסר,P0,mock גלובלי אינו dry-run לאוטומציה בודדת,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
10.18,אוטומציות,עצירה מרכזית,מומש ונבדק,P0,כפתור/API משביתים את כל החוקים ומבטלים PENDING עם audit; פעולות שכבר החלו יכולות להסתיים; הפעלה מחדש אינה משחזרת ריצות,src/app/api/automations/stop/route.ts; src/components/automations/stop-automations-button.tsx; tests/unit/operational-routes.test.ts
10.19,אוטומציות,העברה לאדם והפסקת תגובות,מומש חלקית,P0,נוספה חסימת send אוטומטי כאשר יש נציג משויך; אין בוט AI קיים,src/server/services/automation-service.ts; src/jobs/automation-runner.ts
11.01,דוחות ומדידה,דוחות קמפיין ותקופה,מומש חלקית,P1,קמפיינים ופירוט נמענים; analytics קבוע30יום,src/server/services/analytics-service.ts; campaign-service.ts
11.02,דוחות ומדידה,דוחות מספר ונציג,מומש חלקית,P1,המערכת שומרת מספר לכל שיחה וקמפיין אך אין פילוח דוחות לפי מספר; מדדי נציג לפי אחראי נוכחי,src/server/services/analytics-service.ts; campaign-service.ts; docs/whatsapp-multiple-numbers-2026-09-23.md
11.03,דוחות ומדידה,זכאים והחרגות,מומש חלקית,P1,preflight נוכחי; לא נשמר snapshot דוח eligibility היסטורי,src/server/services/analytics-service.ts; campaign-service.ts
11.04,דוחות ומדידה,accepted sent delivered read failed,מומש חלקית,P0,סטטוס הודעה מפורש; campaign count SENT עדיין פירושו provider acceptance,src/server/services/analytics-service.ts; campaign-service.ts
11.05,דוחות ומדידה,תגובות והסרות,חסר,P1,נשמרות ב־Contact/Message; אין attribution לקמפיין ודוח,src/server/services/analytics-service.ts; campaign-service.ts
11.06,דוחות ומדידה,זמני תגובה וטיפול,מומש חלקית,P1,תגובה ללא failed/unknown; זמן טיפול לא מוצג כי אין closedAt אמין,src/server/services/analytics-service.ts; campaign-service.ts
11.07,דוחות ומדידה,עלויות אמיתיות,חסום לבדיקה,P1,אין billing feed/rate card מאומת,src/server/services/analytics-service.ts; campaign-service.ts
11.08,דוחות ומדידה,המרות והכנסות,חסום לבדיקה,P1,אין עסקאות או מודל שיוך,src/server/services/analytics-service.ts; campaign-service.ts
11.09,דוחות ומדידה,קליקים,חסר,P2,אין redirect tracking; אין מספרים מדומים,src/server/services/analytics-service.ts; campaign-service.ts
11.10,דוחות ומדידה,מכנה חלון זמן ושיטת ספירה,מומש חלקית,P1,נוספו הסברים לדוח הקיים; אין כל המדדים המבוקשים,src/server/services/analytics-service.ts; campaign-service.ts
11.11,דוחות ומדידה,הודעות מול נמענים ייחודיים,מומש חלקית,P1,Recipient unique בקמפיין מול Message; אין dashboard השוואתי,src/server/services/analytics-service.ts; campaign-service.ts
11.12,דוחות ומדידה,דיוק מול מערך ידוע,מומש חלקית,P0,בדיקות worker counts; נדרש מערך אנליטיקה כולל שיוך/טיפול,src/server/services/analytics-service.ts; campaign-service.ts
12.01,הרשאות ואבטחה,הפרדה בין עסקים בכל טבלה ו־API,מומש ונבדק,P0,23 טבלאות עם הקשר עסק ו־RLS לתפקיד שרת מוגבל; FK מורכב חוסם קשרים בין עסקים; API/SQL/מקביליות נבדקו ב־PostgreSQL מבודד; אין ערוצים ציבוריים,src/lib/prisma.ts; src/lib/organization-request.ts; scripts/organization-security.sql; tests/qa/organization-isolation.test.ts
12.02,הרשאות ואבטחה,קבצים ו־realtime בין עסקים,מומש ונבדק,P0,RLS והרשאות צוות בנתיב קבצים; API מחזיר 404 לקובץ מעסק זר בבדיקת PostgreSQL. הוסר broadcast ציבורי ונעשה polling מאומת; נבדקה פרטיות realtime,src/app/api/attachments/[id]/route.ts; tests/qa/organization-isolation.test.ts; tests/unit/realtime-privacy.test.ts
12.03,הרשאות ואבטחה,תפקידי נציג מנהל אדמין,מומש ונבדק,P0,API/UI guards; סשן נשלל בשינוי הרשאות/סיסמה,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.04,הרשאות ואבטחה,צפייה ייצוא קמפיין ואוטומציות,מומש חלקית,P0,campaign/automation manager+; export חסר; אין ACL granular,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.05,הרשאות ואבטחה,אימות Webhook,מומש ונבדק,P0,HMAC SHA256 ותזמון בטוח; config appSecret נדרש,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.06,הרשאות ואבטחה,החלפת מזהים IDOR,מומש ונבדק,P0,בדיקות IDOR בין נציגים ובין עסקים: קריאה/עדכון/מחיקה וקישור רשומות; API שיחה זרה וייצוא מבודד,tests/qa/organization-isolation.test.ts; tests/qa/meta-workflows.test.ts
12.07,הרשאות ואבטחה,סודות ולוגים,מומש חלקית,P0,"server-only ומיסוך; credentials JSON במסד מוגן, אין encryption key נפרד",src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.08,הרשאות ואבטחה,גישה לקבצים,מומש ונבדק,P0,proxy דורש session ו־conversation scope; אין public Storage,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.09,הרשאות ואבטחה,סוג וגודל קובץ,מומש חלקית,P0,MIME allowlist וגודל; אין magic-byte inspection/antivirus,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.10,הרשאות ואבטחה,תוכן זדוני ושמות,מומש ונבדק,P0,"React escape, URL allowlist וולידציות; CSV לא מבצע נוסחאות",src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.11,הרשאות ואבטחה,תיעוד פעולות ושינוי הרשאות,מומש חלקית,P1,AuditLog קיים; אין audit transaction אחיד בכל API,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.12,הרשאות ואבטחה,שמירה ומחיקת מידע,חסר,P1,אין retention job/delete policy; נדרשת מדיניות עסקית,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.13,הרשאות ואבטחה,עצירת שליחה בניתוק,מומש חלקית,P0,snapshot והגנת provider פעיל לפני POST; בקשה שכבר במעוף לא ניתנת לביטול,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.14,הרשאות ואבטחה,RLS בטבלאות public,מומש ונבדק,P0,22 טבלאות RLS וגרנטים מבוטלים; advisors ללא ERROR/WARN,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
12.15,הרשאות ואבטחה,עסק א לא יכול לגשת לעסק ב,חסום לבדיקה,P0,לא ניתן להוכיח ללא ארכיטקטורת tenants; הפריסה חד־עסקית בלבד,src/lib/auth.ts; src/server/services/conversation-service.ts; prisma/changes/security-baseline.sql
13.01,חוויית משתמש,עברית RTL וטלפונים LTR,מומש ונבדק,P1,בדיקות דפדפן קודמות desktop/mobile; חדשים דורשים בדיקה חוזרת,src/components; scripts/qa-browser.cjs
13.02,חוויית משתמש,מחשב ומובייל,מומש חלקית,P1,מבנה responsive; סיכום/CSV חדשים טרם אומתו בדפדפן,src/components; scripts/qa-browser.cjs
13.03,חוויית משתמש,טעינה ריק שגיאה ניתוק,מומש חלקית,P1,קיימים; שגיאות חיבור ו־UNKNOWN נוספו,src/components; scripts/qa-browser.cjs
13.04,חוויית משתמש,שגיאות מעשיות,מומש חלקית,P1,הנחיות חסימה/סנכרון/בדיקה; כמה שגיאות ספק כלליות,src/components; scripts/qa-browser.cjs
13.05,חוויית משתמש,טיוטות ניווט ורענון,מומש חלקית,P1,טקסט בלבד בשרת; debounce אינו מבטיח הקשה אחרונה בניווט מהיר,src/components; scripts/qa-browser.cjs
13.06,חוויית משתמש,התקדמות קמפיין גדול,מומש ונבדק,P1,מונה סטטוסים ופירוט; polling10s,src/components; scripts/qa-browser.cjs
13.07,חוויית משתמש,טקסט ארוך אימוג'י ושפות מעורבות,מומש חלקית,P1,React/UTF8 limits; טרם QA ויזואלי מלא לכל השילובים,src/components; scripts/qa-browser.cjs
13.08,חוויית משתמש,מדיה שנכשלה בטעינה,מומש חלקית,P1,browser native controls; אין fallback מובנה לכל שגיאה,src/components; scripts/qa-browser.cjs
13.09,חוויית משתמש,מקלדת ונגישות בסיסית,מומש חלקית,P1,labels ותפעול Enter; אין audit WCAG מלא,src/components; scripts/qa-browser.cjs
13.10,חוויית משתמש,כפתורים ליכולות לא מחוברות,מומש חלקית,P0,דמו מסומן; אין כפתורי CRM דמיוניים; אין יכולת template-media,src/components; scripts/qa-browser.cjs
14.01,QA מעשי,קמפיין תקינים כפולים חסומים וחסרי משתנים,מומש חלקית,P0,כיסוי משולב parser/policy/worker/DB; לא תרחיש UI יחיד מלא,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.02,QA מעשי,הסרה בין תזמון לשליחה,מומש ונבדק,P0,worker recheck ובדיקה חוזרת בשירות,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.03,QA מעשי,תבנית מושבתת לפני תחילה,מומש ונבדק,P0,בדיקת worker ללא provider send,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.04,QA מעשי,השהיה וביטול בזמן שליחה,מומש חלקית,P0,pause אחריclaim ו־cancel queued; אין ביטול בקשת HTTP במעוף,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.05,QA מעשי,לחיצה כפולה על הפעלה,מומש חלקית,P0,CAS transition; worker DB concurrency; נדרש UI double-click ייעודי,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.06,QA מעשי,קריסת worker והפעלה מחדש,מומש חלקית,P0,stale PROCESSING מדומה; לא kill של worker חי,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.07,QA מעשי,timeout לאחר קבלת ספק,מומש חלקית,P0,"mock קבלה ואז timeout; UNKNOWN ואיסור resend, ללא live Meta",tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.08,QA מעשי,Webhook כפול ומאוחר,מומש ונבדק,P0,DB כפילות וסטטוסים out-of-order בספק מדומה,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.09,QA מעשי,פקיעת טוקן באמצע קמפיין,מומש חלקית,P0,mock code190 וחסימת credential; אין live expiry,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.10,QA מעשי,שתי אוטומציות לאותו נמען,מומש חלקית,P0,marketing CAS ו־lease נבדקים; workflow כפול E2E חסר,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.11,QA מעשי,שני נציגים עונים,מומש חלקית,P0,lease ואידמפוטנטיות בבדיקות; אין presence UI,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.12,QA מעשי,גישה לעסק אחר,מומש ונבדק,P0,5 בדיקות PostgreSQL/API עם שני עסקים סינתטיים; חשבון הלקוח בסשן נקבע מחדש במסד; ללא Meta חי,tests/qa/organization-isolation.test.ts; tests/unit/organization-boundary.test.ts
14.13,QA מעשי,ייבוא גדול ו־10k קמפיין מדומה,מומש ונבדק,P1,parser10k ו־worker10000 עם DB מדומה; אינו benchmark DB או Meta,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.14,QA מעשי,דוחות מול נתונים ידועים,מומש חלקית,P0,counts מדומים; זמן טיפול מטעה הוסר; suite מדדים מלא חסר,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
14.15,QA מעשי,אפס הודעות אמיתיות ללקוחות,מומש ונבדק,P0,Graph mock וחיבור בדיקה מבודד; אין active Meta בפרודקשן,tests/unit; tests/qa/meta-workflows.test.ts; scripts/qa-browser.cjs
15.01,מסירה,מטריצה לכל הדרישות,מומש ונבדק,P0,מסמך זה עם סטטוס עדיפות השפעה ונתיב ראיה,docs/whatsapp-completeness-2026-09-23.md
15.02,מסירה,תיקונים במסגרת הארכיטקטורה,מומש חלקית,P0,הרחבת שירותים קיימים ללא החלפת provider; פערי מוצר נותרו,docs/whatsapp-completeness-2026-09-23.md
15.03,מסירה,תאימות ושמירת נתונים,מומש חלקית,P0,migration additive; היסטוריה לא סווגה מחדש; קמפיינים ישנים מושהים,docs/whatsapp-completeness-2026-09-23.md
15.04,מסירה,תלויות חיצוניות ללא הדמיה סמויה,מומש ונבדק,P0,Meta חי/CRM/תמחור מסומנים חסומים; mock מסומן במפורש,docs/whatsapp-completeness-2026-09-23.md
15.05,מסירה,הוכחת מסלול קמפיין מול ספק חי,חסום לבדיקה,P0,אין חשבון Meta מחובר ומספר בדיקה מאושר,docs/whatsapp-completeness-2026-09-23.md
15.06,מסירה,הוכחת שיחה דו־כיוונית מול ספק חי,חסום לבדיקה,P0,"נדרשים token, WABA, phone, webhook ומכשיר בדיקה",docs/whatsapp-completeness-2026-09-23.md
